coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_C,Soil_Type
35.7000_3.5400,35.7,3.54,17.87,55.86,349.9,8.0,8.4,4.2,13.76,6.7,Silt
35.7000_3.6000,35.7,3.6,17.87,55.86,349.9,7.9,8.7,4.35,14.08,7.2,Silt
35.7000_3.6600,35.7,3.66,18.14,55.21,400.8,7.9,7.7,3.85,13.76,7.4,Silt
35.7000_3.7200,35.7,3.72,18.14,55.21,400.8,8.0,7.1,3.55,13.52,7.4,Silt
35.7000_3.7800,35.7,3.78,18.42,55.05,421.0,7.8,8.2,4.1,12.96,7.8,Silt
35.7000_3.8400,35.7,3.84,18.42,55.05,421.0,8.0,7.9,3.95,12.08,7.4,Silt
35.7000_3.9000,35.7,3.9,18.61,54.55,464.3,8.0,7.3,3.65,12.08,7.1,Silt
35.7000_3.9600,35.7,3.96,18.61,54.55,464.3,8.0,7.0,3.5,12.48,7.3,Silt
35.7000_4.0200,35.7,4.02,18.84,54.01,438.3,8.0,6.9,3.45,13.04,6.9,Silt
35.7000_4.0800,35.7,4.08,18.84,54.01,438.3,8.0,6.5,3.25,11.36,7.4,Silt
35.7600_1.8000,35.76,1.8,17.57,56.91,614.0,7.7,10.4,5.2,15.12,8.7,Silt
35.7600_1.8600,35.76,1.86,16.4,56.68,635.3,7.4,9.7,4.85,15.04,9.4,Silt
35.7600_1.9200,35.76,1.92,15.95,57.51,647.3,7.4,9.8,4.9,13.52,12.7,Silt
35.7600_1.9800,35.76,1.98,15.95,57.51,647.3,7.2,10.9,5.45,14.32,13.8,Silt
35.7600_2.0400,35.76,2.04,16.84,56.48,529.3,7.4,10.5,5.25,13.76,10.2,Clay
35.7600_2.1000,35.76,2.1,16.17,56.36,529.3,7.4,10.4,5.2,13.36,8.6,Silt
35.7600_2.1600,35.76,2.16,15.79,55.39,467.9,7.3,10.2,5.1,14.0,10.4,Silt
35.7600_2.2200,35.76,2.22,16.53,55.53,467.9,7.6,9.8,4.9,13.92,8.1,Silt
35.7600_2.2800,35.76,2.28,16.84,54.65,449.7,7.5,9.7,4.85,14.24,9.0,Clay
35.7600_2.3400,35.76,2.34,16.84,54.65,449.7,7.6,8.6,4.3,13.6,9.4,Silt
35.7600_2.4000,35.76,2.4,17.21,54.1,422.6,7.6,10.0,5.0,13.92,8.6,Silt
35.7600_2.4600,35.76,2.46,17.21,54.1,422.6,7.5,9.1,4.55,14.56,9.1,Clay
35.7600_2.5200,35.76,2.52,17.58,54.63,437.0,7.6,8.7,4.35,12.88,7.8,Loamy
35.7600_2.5800,35.76,2.58,17.58,54.63,437.0,7.7,9.5,4.75,13.92,7.3,Silt
35.7600_2.6400,35.76,2.64,17.61,57.34,420.5,7.8,7.5,3.75,14.0,7.8,Silt
35.7600_2.7000,35.76,2.7,17.61,57.34,420.5,7.7,8.5,4.25,14.56,7.2,Loamy
35.7600_2.7600,35.76,2.76,17.63,57.41,445.1,7.7,7.3,3.65,14.8,7.9,Silt
35.7600_2.8200,35.76,2.82,17.63,57.41,445.1,7.8,8.1,4.05,14.64,7.7,Silt
35.7600_2.8800,35.76,2.88,17.75,55.71,445.2,7.8,7.6,3.8,13.84,8.0,Clay
35.7600_2.9400,35.76,2.94,17.75,55.71,445.2,7.8,7.8,3.9,13.52,8.3,Loamy
35.7600_3.0000,35.76,3.0,17.7,54.53,444.9,7.8,8.9,4.45,13.44,7.6,Silt
35.7600_3.0600,35.76,3.06,17.7,54.53,444.9,7.7,8.6,4.3,13.6,7.1,Loamy
35.7600_3.1200,35.76,3.12,17.38,55.1,415.6,7.8,7.5,3.75,14.08,7.8,Loamy
35.7600_3.1800,35.76,3.18,17.38,55.1,415.6,7.8,8.9,4.45,14.8,7.7,Loamy
35.7600_3.2400,35.76,3.24,17.29,55.3,399.8,7.8,7.7,3.85,14.08,7.9,Silt
35.7600_3.3000,35.76,3.3,17.29,55.3,399.8,7.7,8.1,4.05,13.52,7.9,Silt
35.7600_3.3600,35.76,3.36,17.49,55.31,394.6,7.8,8.8,4.4,13.6,7.4,Silt
35.7600_3.4200,35.76,3.42,17.49,55.31,394.6,7.7,8.3,4.15,15.92,7.6,Silt
35.7600_3.4800,35.76,3.48,17.71,55.49,399.8,7.9,8.6,4.3,12.88,7.9,Silt
35.7600_3.5400,35.76,3.54,17.93,55.78,378.7,7.9,7.7,3.85,13.44,8.3,Silt
35.7600_3.6000,35.76,3.6,17.93,55.78,378.7,7.9,7.9,3.95,14.8,7.9,Silt
35.7600_3.6600,35.76,3.66,18.23,55.17,400.4,7.9,7.3,3.65,13.28,7.1,Silt
35.7600_3.7200,35.76,3.72,18.23,55.17,400.4,7.9,7.3,3.65,13.68,7.1,Silt
35.7600_3.7800,35.76,3.78,18.41,54.89,421.2,7.9,7.9,3.95,12.72,8.0,Silt
35.7600_3.8400,35.76,3.84,18.41,54.89,421.2,7.9,7.6,3.8,13.04,6.3,Silt
35.7600_3.9000,35.76,3.9,18.66,54.28,490.0,7.9,7.2,3.6,12.08,7.3,Silt
35.7600_3.9600,35.76,3.96,18.66,54.28,490.0,8.0,7.8,3.9,13.2,7.1,Silt
35.7600_4.0200,35.76,4.02,18.96,53.32,415.6,7.9,6.5,3.25,12.56,7.0,Silt
35.7600_4.0800,35.76,4.08,18.96,53.32,415.6,8.0,6.1,3.05,12.24,6.9,Silt
35.8200_1.8000,35.82,1.8,18.17,58.79,640.8,7.6,10.4,5.2,14.96,12.4,Silt
35.8200_1.8600,35.82,1.86,16.14,57.45,665.6,7.4,9.5,4.75,13.92,13.0,Silt
35.8200_1.9200,35.82,1.92,14.55,58.53,746.3,7.0,11.6,5.8,14.4,14.0,Silt
35.8200_1.9800,35.82,1.98,13.72,58.4,746.3,6.3,13.2,6.6,11.04,16.3,Silt
35.8200_2.0400,35.82,2.04,15.14,58.84,634.6,7.2,11.4,5.7,13.04,13.7,Clay
35.8200_2.1000,35.82,2.1,15.14,58.84,634.6,7.1,11.0,5.5,14.08,12.6,Silt
35.8200_2.1600,35.82,2.16,14.5,58.11,529.1,6.8,12.7,6.35,12.56,14.1,Silt
35.8200_2.2200,35.82,2.22,15.35,58.27,529.1,7.2,10.4,5.2,14.24,12.4,Silt
35.8200_2.2800,35.82,2.28,15.56,57.28,508.9,7.2,10.5,5.25,12.4,12.2,Loamy
35.8200_2.3400,35.82,2.34,15.56,57.28,508.9,7.3,9.8,4.9,12.64,11.2,Silt
35.8200_2.4000,35.82,2.4,15.98,55.99,503.1,7.4,9.1,4.55,13.04,8.3,Clay
35.8200_2.4600,35.82,2.46,16.66,56.12,503.1,7.5,8.8,4.4,13.92,9.1,Clay
35.8200_2.5200,35.82,2.52,16.69,56.11,499.7,7.5,8.3,4.15,14.32,8.5,Loamy
35.8200_2.5800,35.82,2.58,16.69,56.11,499.7,7.6,8.9,4.45,14.56,7.9,Silt
35.8200_2.6400,35.82,2.64,17.18,57.88,454.4,7.7,10.6,5.3,14.32,8.1,Clay
35.8200_2.7000,35.82,2.7,17.18,57.88,454.4,7.8,9.3,4.65,13.44,7.3,Silt
35.8200_2.7600,35.82,2.76,17.28,57.84,439.4,7.8,8.2,4.1,13.76,8.2,Clay
35.8200_2.8200,35.82,2.82,17.28,57.84,439.4,7.7,7.9,3.95,13.04,7.8,Loamy
35.8200_2.8800,35.82,2.88,17.21,55.97,496.4,7.7,7.9,3.95,13.92,8.9,Silt
35.8200_2.9400,35.82,2.94,17.21,55.97,496.4,7.7,8.1,4.05,13.04,8.9,Silt
35.8200_3.0000,35.82,3.0,16.89,55.79,483.3,7.6,9.0,4.5,13.36,8.8,Silt
35.8200_3.0600,35.82,3.06,16.89,55.79,483.3,7.7,9.7,4.85,13.28,7.7,Silt
35.8200_3.1200,35.82,3.12,16.5,56.45,456.0,7.6,8.5,4.25,13.44,7.5,Loamy
35.8200_3.1800,35.82,3.18,16.5,56.45,456.0,7.6,9.1,4.55,13.12,8.4,Loamy
35.8200_3.2400,35.82,3.24,16.47,56.7,454.6,7.7,8.9,4.45,13.52,8.3,Loamy
35.8200_3.3000,35.82,3.3,16.47,56.7,454.6,7.8,9.4,4.7,14.24,8.1,Silt
35.8200_3.3600,35.82,3.36,16.9,56.45,434.5,7.8,7.9,3.95,12.64,8.2,Silt
35.8200_3.4200,35.82,3.42,16.9,56.45,434.5,7.8,7.9,3.95,12.64,8.2,Loamy
35.8200_3.4800,35.82,3.48,17.52,55.64,438.5,7.9,8.6,4.3,12.24,7.6,Silt
35.8200_3.5400,35.82,3.54,17.52,55.64,438.5,7.8,7.4,3.7,12.88,8.7,Silt
35.8200_3.6000,35.82,3.6,18.02,55.11,392.5,7.9,7.4,3.7,12.64,7.6,Silt
35.8200_3.6600,35.82,3.66,18.23,54.7,387.5,7.9,7.6,3.8,14.72,7.6,Silt
35.8200_3.7200,35.82,3.72,18.23,54.7,387.5,7.8,6.6,3.3,12.4,8.2,Silt
35.8200_3.7800,35.82,3.78,18.36,54.27,417.8,7.9,7.0,3.5,13.04,6.8,Silt
35.8200_3.8400,35.82,3.84,18.36,54.27,417.8,7.8,7.9,3.95,14.0,9.2,Silt
35.8200_3.9000,35.82,3.9,18.59,54.03,454.9,7.9,8.0,4.0,12.64,7.8,Silt
35.8200_3.9600,35.82,3.96,18.59,54.03,454.9,7.9,7.2,3.6,13.2,8.7,Silt
35.8200_4.0200,35.82,4.02,18.8,53.52,431.6,7.9,7.3,3.65,13.68,7.2,Silt
35.8200_4.0800,35.82,4.08,18.8,53.52,431.6,7.7,8.8,4.4,13.92,8.2,Silt
35.8800_1.8000,35.88,1.8,17.51,58.66,657.1,7.3,11.2,5.6,13.76,14.3,Silt
35.8800_1.8600,35.88,1.86,16.26,58.63,663.2,7.3,10.6,5.3,13.52,12.5,Silt
35.8800_1.9200,35.88,1.92,14.37,58.27,704.5,6.9,13.2,6.6,12.56,15.3,Silt
35.8800_1.9800,35.88,1.98,15.54,58.47,704.5,6.9,13.1,6.55,11.28,15.4,Silt
35.8800_2.0400,35.88,2.04,15.15,60.2,752.8,6.9,12.7,6.35,13.44,14.6,Silt
35.8800_2.1000,35.88,2.1,15.15,60.2,752.8,7.1,14.0,7.0,13.52,17.1,Silt
35.8800_2.1600,35.88,2.16,12.85,60.05,656.9,6.6,14.6,7.3,12.64,22.3,Silt
35.8800_2.2200,35.88,2.22,14.86,60.44,656.9,6.9,13.1,6.55,13.92,14.7,Silt
35.8800_2.2800,35.88,2.28,12.85,59.16,710.8,6.6,13.7,6.85,13.36,19.5,Silt
35.8800_2.3400,35.88,2.34,13.13,59.22,710.8,6.4,13.1,6.55,11.44,20.6,Silt
35.8800_2.4000,35.88,2.4,14.82,58.46,716.7,6.9,12.7,6.35,11.84,12.4,Silt
35.8800_2.4600,35.88,2.46,15.96,55.98,503.1,7.3,11.5,5.75,12.32,13.1,Loamy
35.8800_2.5200,35.88,2.52,15.76,57.79,644.4,7.3,10.1,5.05,13.12,12.3,Silt
35.8800_2.5800,35.88,2.58,16.51,57.92,644.4,7.4,10.0,5.0,12.88,10.4,Silt
35.8800_2.6400,35.88,2.64,16.6,58.82,485.9,7.6,9.0,4.5,13.2,8.6,Silt
35.8800_2.7000,35.88,2.7,16.6,58.82,485.9,7.6,8.8,4.4,13.2,8.3,Silt
35.8800_2.7600,35.88,2.76,16.9,58.38,463.6,7.8,9.3,4.65,14.08,8.6,Silt
35.8800_2.8200,35.88,2.82,15.83,58.19,463.6,7.6,9.6,4.8,14.16,13.1,Silt
35.8800_2.8800,35.88,2.88,15.84,57.46,500.0,7.4,9.5,4.75,14.08,9.8,Silt
35.8800_2.9400,35.88,2.94,16.63,57.6,500.0,7.6,10.1,5.05,12.64,8.9,Silt
35.8800_3.0000,35.88,3.0,16.09,58.0,556.6,7.4,8.7,4.35,13.12,10.2,Loamy
35.8800_3.0600,35.88,3.06,16.09,58.0,556.6,7.4,9.7,4.85,12.48,9.4,Loamy
35.8800_3.1200,35.88,3.12,15.55,58.87,539.7,7.5,10.0,5.0,12.88,10.5,Silt
35.8800_3.1800,35.88,3.18,15.55,58.87,539.7,7.4,11.2,5.6,12.72,12.1,Silt
35.8800_3.2400,35.88,3.24,14.65,58.96,505.5,7.1,10.7,5.35,13.6,15.9,Silt
35.8800_3.3000,35.88,3.3,15.48,59.13,505.5,7.6,9.9,4.95,13.28,10.5,Silt
35.8800_3.3600,35.88,3.36,16.17,57.69,493.6,7.6,9.2,4.6,14.56,8.9,Silt
35.8800_3.4200,35.88,3.42,16.17,57.69,493.6,7.7,8.5,4.25,12.72,7.9,Silt
35.8800_3.4800,35.88,3.48,15.9,56.12,434.7,7.7,8.5,4.25,13.04,9.9,Loamy
35.8800_3.5400,35.88,3.54,16.13,56.19,434.7,7.7,9.7,4.85,13.12,9.8,Silt
35.8800_3.6000,35.88,3.6,17.67,55.29,402.3,7.8,9.7,4.85,12.8,7.9,Silt
35.8800_3.6600,35.88,3.66,17.67,55.29,402.3,7.8,7.2,3.6,12.8,7.5,Silt
35.8800_3.7200,35.88,3.72,17.8,55.35,417.5,7.8,7.5,3.75,12.4,8.7,Silt
35.8800_3.7800,35.88,3.78,17.83,55.31,442.3,7.8,7.4,3.7,14.48,9.2,Silt
35.8800_3.8400,35.88,3.84,17.83,55.31,442.3,7.8,8.4,4.2,13.68,7.7,Silt
35.8800_3.9000,35.88,3.9,17.36,54.36,459.5,7.7,8.9,4.45,12.56,10.2,Silt
35.8800_3.9600,35.88,3.96,18.02,54.52,459.5,7.8,7.9,3.95,13.68,7.8,Silt
35.8800_4.0200,35.88,4.02,18.1,53.58,435.0,7.8,8.7,4.35,14.16,7.9,Silt
35.8800_4.0800,35.88,4.08,18.1,53.58,435.0,7.8,8.8,4.4,13.44,8.4,Silt
35.9400_1.8000,35.94,1.8,16.63,56.86,618.5,7.3,12.3,6.15,15.04,22.7,Silt
35.9400_1.8600,35.94,1.86,17.11,56.93,618.5,7.3,10.1,5.05,14.24,11.0,Silt
35.9400_1.9200,35.94,1.92,17.11,56.93,618.5,7.3,10.8,5.4,14.16,12.6,Silt
35.9400_1.9800,35.94,1.98,15.87,57.43,655.6,6.6,12.0,6.0,13.44,20.6,Silt
35.9400_2.0400,35.94,2.04,15.45,58.46,704.5,6.7,12.2,6.1,13.68,20.6,Silt
35.9400_2.1000,35.94,2.1,16.31,58.41,663.8,6.9,11.3,5.65,13.52,15.2,Silt
35.9400_2.1600,35.94,2.16,17.61,57.61,677.6,7.2,11.2,5.6,13.68,13.8,Silt
35.9400_2.2200,35.94,2.22,16.96,60.23,718.1,6.8,11.7,5.85,13.12,22.2,Silt
35.9400_2.2800,35.94,2.28,14.04,59.4,710.8,6.7,14.3,7.15,13.36,16.3,Silt
35.9400_2.3400,35.94,2.34,15.32,58.67,779.3,6.6,12.9,6.45,12.72,14.7,Silt
35.9400_2.4000,35.94,2.4,14.95,59.36,841.6,7.0,12.8,6.4,13.92,13.0,Silt
35.9400_2.4600,35.94,2.46,14.95,59.36,841.6,6.8,13.0,6.5,13.28,13.8,Silt
35.9400_2.5200,35.94,2.52,13.5,59.04,841.6,6.7,12.2,6.1,13.36,20.4,Silt
35.9400_2.5800,35.94,2.58,12.9,59.56,725.3,6.7,12.4,6.2,13.44,24.3,Silt
35.9400_2.6400,35.94,2.64,15.43,60.06,725.3,7.3,12.0,6.0,12.72,24.9,Silt
35.9400_2.7000,35.94,2.7,14.62,60.3,559.2,7.3,13.1,6.55,14.24,25.5,Silt
35.9400_2.7600,35.94,2.76,17.44,59.65,479.6,7.5,9.1,4.55,15.92,8.1,Silt
35.9400_2.8200,35.94,2.82,17.43,59.65,479.6,7.5,9.4,4.7,14.96,9.8,Silt
35.9400_2.8800,35.94,2.88,16.35,58.43,536.0,7.4,9.0,4.5,13.84,10.6,Silt
35.9400_2.9400,35.94,2.94,15.2,58.2,536.0,7.5,10.6,5.3,14.32,12.5,Silt
35.9400_3.0000,35.94,3.0,16.73,59.47,567.0,7.4,9.6,4.8,13.6,12.0,Silt
35.9400_3.0600,35.94,3.06,14.97,59.11,567.0,7.3,10.4,5.2,14.16,11.5,Silt
35.9400_3.1200,35.94,3.12,16.01,60.67,561.3,7.3,11.9,5.95,13.92,12.0,Silt
35.9400_3.1800,35.94,3.18,15.26,60.51,561.3,7.3,11.2,5.6,12.96,10.9,Silt
35.9400_3.2400,35.94,3.24,13.2,60.31,522.8,6.8,13.7,6.85,13.68,20.6,Silt
35.9400_3.3000,35.94,3.3,15.04,60.64,522.8,7.4,10.8,5.4,13.04,13.1,Silt
35.9400_3.3600,35.94,3.36,15.41,59.74,547.1,7.4,11.5,5.75,13.36,13.9,Silt
35.9400_3.4200,35.94,3.42,15.41,59.74,547.1,0.0,0.0,0.0,0.0,0.0,Unknown
35.9400_3.4800,35.94,3.48,16.16,57.93,481.1,7.7,7.9,3.95,13.6,7.9,Silt
35.9400_3.5400,35.94,3.54,16.16,57.93,481.1,7.6,8.8,4.4,13.04,8.1,Silt
35.9400_3.6000,35.94,3.6,16.61,56.94,488.0,7.7,8.7,4.35,13.52,7.4,Silt
35.9400_3.6600,35.94,3.66,16.61,56.94,488.0,7.6,8.9,4.45,14.32,8.9,Silt
35.9400_3.7200,35.94,3.72,16.61,58.05,512.0,7.8,9.0,4.5,12.96,7.6,Silt
35.9400_3.7800,35.94,3.78,16.61,58.05,512.0,7.7,7.8,3.9,12.48,8.1,Loamy
35.9400_3.8400,35.94,3.84,16.79,56.27,486.2,7.7,9.3,4.65,12.56,7.5,Silt
35.9400_3.9000,35.94,3.9,16.79,56.27,486.2,7.7,9.7,4.85,12.56,8.3,Silt
35.9400_3.9600,35.94,3.96,16.75,57.86,441.3,7.6,8.0,4.0,13.12,9.2,Silt
35.9400_4.0200,35.94,4.02,17.31,58.01,441.3,7.6,7.6,3.8,13.52,8.9,Loamy
35.9400_4.0800,35.94,4.08,16.55,56.54,424.2,7.8,8.5,4.25,13.12,8.5,Silt
36.0000_1.8000,36.0,1.8,19.35,55.81,652.8,7.8,10.3,5.15,16.16,17.1,Silt
36.0000_1.8600,36.0,1.86,17.43,57.01,618.5,7.2,12.8,6.4,14.88,19.2,Silt
36.0000_1.9200,36.0,1.92,18.2,55.56,614.4,7.3,11.7,5.85,12.8,15.3,Silt
36.0000_1.9800,36.0,1.98,19.2,56.01,612.4,7.6,9.9,4.95,14.24,12.0,Silt
36.0000_2.0400,36.0,2.04,18.05,55.81,612.4,7.1,11.5,5.75,12.8,16.9,Silt
36.0000_2.1000,36.0,2.1,16.39,58.43,663.8,7.0,12.8,6.4,12.48,17.4,Silt
36.0000_2.1600,36.0,2.16,17.77,57.63,677.6,7.2,9.9,4.95,15.84,12.1,Silt
36.0000_2.2200,36.0,2.22,18.63,57.84,677.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.0000_2.2800,36.0,2.28,18.41,57.19,695.8,7.3,11.5,5.75,13.28,16.3,Silt
36.0000_2.3400,36.0,2.34,17.79,57.92,790.6,6.9,12.4,6.2,13.2,15.4,Silt
36.0000_2.4000,36.0,2.4,14.98,59.37,841.6,6.7,12.5,6.25,13.36,19.4,Silt
36.0000_2.4600,36.0,2.46,16.43,58.39,807.1,6.8,12.4,6.2,12.4,11.7,Silt
36.0000_2.5200,36.0,2.52,16.42,59.59,735.9,6.9,11.7,5.85,12.96,13.1,Silt
36.0000_2.5800,36.0,2.58,16.42,59.59,735.9,7.5,11.2,5.6,13.6,21.7,Silt
36.0000_2.6400,36.0,2.64,17.5,62.53,630.4,7.4,12.1,6.05,14.64,17.0,Silt
36.0000_2.7000,36.0,2.7,17.7,62.57,630.4,7.6,12.2,6.1,14.8,15.8,Silt
36.0000_2.7600,36.0,2.76,17.23,61.42,590.0,7.3,9.4,4.7,13.28,10.3,Silt
36.0000_2.8200,36.0,2.82,16.5,61.29,590.0,7.6,9.0,4.5,13.68,11.4,Silt
36.0000_2.8800,36.0,2.88,16.91,59.85,595.2,7.4,9.5,4.75,14.88,11.8,Silt
36.0000_2.9400,36.0,2.94,16.92,59.85,595.2,7.4,8.5,4.25,14.32,9.6,Silt
36.0000_3.0000,36.0,3.0,15.94,59.52,606.3,7.3,9.6,4.8,14.48,10.1,Silt
36.0000_3.0600,36.0,3.06,15.94,59.52,606.3,7.2,10.3,5.15,13.76,9.6,Silt
36.0000_3.1200,36.0,3.12,15.72,60.07,557.3,7.4,8.6,4.3,12.96,8.1,Loamy
36.0000_3.1800,36.0,3.18,15.72,60.07,557.3,7.4,10.6,5.3,14.32,9.8,Silt
36.0000_3.2400,36.0,3.24,16.53,61.54,623.3,7.6,9.8,4.9,14.64,9.3,Silt
36.0000_3.3000,36.0,3.3,16.23,61.48,623.3,7.5,10.2,5.1,14.56,11.2,Silt
36.0000_3.3600,36.0,3.36,15.11,61.28,627.6,7.4,9.7,4.85,14.08,9.4,Clay
36.0000_3.4200,36.0,3.42,15.11,61.28,627.6,7.3,9.6,4.8,13.04,10.3,Silt
36.0000_3.4800,36.0,3.48,15.14,61.28,616.2,7.4,10.3,5.15,12.32,13.8,Loamy
36.0000_3.5400,36.0,3.54,15.14,61.28,616.2,7.5,9.3,4.65,13.04,10.8,Silt
36.0000_3.6000,36.0,3.6,16.52,56.93,488.0,7.6,9.8,4.9,13.6,7.9,Clay
36.0000_3.6600,36.0,3.66,15.22,60.8,595.2,7.6,10.5,5.25,14.0,7.4,Silt
36.0000_3.7200,36.0,3.72,16.35,58.01,512.0,7.7,9.0,4.5,12.56,9.5,Silt
36.0000_3.7800,36.0,3.78,16.5,58.04,512.0,7.7,8.7,4.35,13.2,8.3,Silt
36.0000_3.8400,36.0,3.84,15.79,59.61,551.4,7.7,10.1,5.05,14.0,10.7,Silt
36.0000_3.9000,36.0,3.9,15.79,59.61,551.4,7.7,9.0,4.5,13.36,8.9,Silt
36.0000_3.9600,36.0,3.96,15.69,60.07,479.3,7.4,10.7,5.35,13.68,13.5,Silt
36.0000_4.0200,36.0,4.02,15.69,60.07,479.3,7.1,11.5,5.75,12.8,14.9,Silt
36.0000_4.0800,36.0,4.08,16.13,56.47,424.2,7.8,10.0,5.0,13.44,11.4,Loamy
36.0600_1.8000,36.06,1.8,18.36,55.62,652.8,7.6,9.1,4.55,15.68,13.1,Silt
36.0600_1.8600,36.06,1.86,19.37,55.01,601.5,7.8,8.8,4.4,17.68,11.9,Silt
36.0600_1.9200,36.06,1.92,19.49,55.03,601.5,7.4,9.7,4.85,16.08,11.1,Silt
36.0600_1.9800,36.06,1.98,19.58,56.34,596.1,7.7,10.5,5.25,16.72,11.0,Silt
36.0600_2.0400,36.06,2.04,18.5,56.11,596.1,7.5,10.0,5.0,14.8,9.9,Silt
36.0600_2.1000,36.06,2.1,18.76,56.45,670.4,7.4,10.2,5.1,14.96,10.5,Silt
36.0600_2.1600,36.06,2.16,17.77,57.63,677.6,7.1,9.8,4.9,13.68,10.6,Silt
36.0600_2.2200,36.06,2.22,17.77,57.63,677.6,7.3,10.0,5.0,15.28,10.4,Silt
36.0600_2.2800,36.06,2.28,18.77,57.26,695.8,7.5,10.5,5.25,14.56,12.1,Silt
36.0600_2.3400,36.06,2.34,18.05,57.14,695.8,7.3,10.5,5.25,14.08,11.0,Silt
36.0600_2.4000,36.06,2.4,16.43,58.39,807.1,6.8,12.3,6.15,13.04,15.4,Silt
36.0600_2.4600,36.06,2.46,17.38,58.58,807.1,6.7,10.9,5.45,12.72,14.6,Silt
36.0600_2.5200,36.06,2.52,17.37,61.81,704.5,7.1,10.3,5.15,13.04,10.6,Silt
36.0600_2.5800,36.06,2.58,17.06,61.74,704.5,6.8,11.5,5.75,14.4,14.0,Silt
36.0600_2.6400,36.06,2.64,17.53,63.04,688.8,7.4,10.1,5.05,14.96,13.9,Clay
36.0600_2.7000,36.06,2.7,16.65,62.39,630.4,7.2,11.0,5.5,13.2,19.0,Silt
36.0600_2.7600,36.06,2.76,14.88,61.03,590.0,6.8,15.6,7.8,14.24,23.9,Silt
36.0600_2.8200,36.06,2.82,15.88,60.58,717.6,7.3,11.9,5.95,13.84,23.7,Silt
36.0600_2.8800,36.06,2.88,16.18,59.69,595.2,7.3,10.2,5.1,14.32,10.2,Silt
36.0600_2.9400,36.06,2.94,16.18,59.69,595.2,7.2,9.5,4.75,14.4,9.9,Silt
36.0600_3.0000,36.06,3.0,15.94,59.52,606.3,7.3,9.4,4.7,14.0,9.4,Silt
36.0600_3.0600,36.06,3.06,15.94,59.52,606.3,7.2,10.7,5.35,12.64,12.6,Silt
36.0600_3.1200,36.06,3.12,15.72,60.07,557.3,7.4,10.0,5.0,14.48,11.9,Silt
36.0600_3.1800,36.06,3.18,16.8,59.57,574.9,7.6,8.8,4.4,14.64,7.8,Loamy
36.0600_3.2400,36.06,3.24,16.21,59.37,642.7,7.5,9.9,4.95,13.44,10.7,Silt
36.0600_3.3000,36.06,3.3,15.29,61.31,623.3,7.2,10.5,5.25,14.0,12.5,Silt
36.0600_3.3600,36.06,3.36,16.31,60.51,678.5,7.4,9.5,4.75,12.96,10.0,Silt
36.0600_3.4200,36.06,3.42,15.11,61.28,627.6,7.3,10.3,5.15,13.2,11.3,Silt
36.0600_3.4800,36.06,3.48,15.14,61.28,616.2,7.2,10.9,5.45,13.68,11.9,Silt
36.0600_3.5400,36.06,3.54,15.14,61.28,616.2,7.1,11.0,5.5,14.48,16.6,Silt
36.0600_3.6000,36.06,3.6,13.33,62.84,678.5,6.7,14.5,7.25,13.6,18.7,Silt
36.0600_3.6600,36.06,3.66,13.85,62.94,678.5,6.7,14.9,7.45,12.56,20.1,Silt
36.0600_3.7200,36.06,3.72,15.43,60.0,568.6,7.1,10.8,5.4,14.08,14.1,Silt
36.0600_3.7800,36.06,3.78,15.43,60.0,568.6,7.1,11.0,5.5,14.0,14.8,Silt
36.0600_3.8400,36.06,3.84,15.79,59.61,551.4,7.2,11.1,5.55,14.0,17.2,Silt
36.0600_3.9000,36.06,3.9,15.75,61.16,575.3,7.0,11.3,5.65,13.12,14.7,Silt
36.0600_3.9600,36.06,3.96,16.64,60.27,479.3,7.8,9.3,4.65,13.04,9.4,Loamy
36.0600_4.0200,36.06,4.02,15.59,61.09,640.4,7.6,10.6,5.3,13.52,12.6,Silt
36.0600_4.0800,36.06,4.08,14.29,62.58,744.9,6.8,12.8,6.4,12.4,16.0,Silt
36.1200_1.8000,36.12,1.8,19.47,54.82,576.5,7.7,9.6,4.8,19.6,10.6,Silt
36.1200_1.8600,36.12,1.86,20.1,55.17,601.5,7.8,9.1,4.55,18.4,9.9,Silt
36.1200_1.9200,36.12,1.92,19.9,57.3,587.3,7.8,9.9,4.95,18.08,11.4,Silt
36.1200_1.9800,36.12,1.98,19.06,56.23,596.1,7.5,9.7,4.85,16.8,12.1,Silt
36.1200_2.0400,36.12,2.04,19.06,56.23,596.1,7.5,10.2,5.1,15.28,9.5,Silt
36.1200_2.1000,36.12,2.1,19.23,56.38,602.5,7.5,10.6,5.3,16.32,10.1,Silt
36.1200_2.1600,36.12,2.16,19.15,56.89,577.4,7.3,10.8,5.4,15.92,10.6,Silt
36.1200_2.2200,36.12,2.22,19.15,56.89,577.4,7.5,9.5,4.75,16.08,9.3,Silt
36.1200_2.2800,36.12,2.28,18.65,62.06,583.7,7.5,10.6,5.3,14.88,9.5,Silt
36.1200_2.3400,36.12,2.34,18.56,57.2,695.8,7.3,10.2,5.1,14.64,10.8,Silt
36.1200_2.4000,36.12,2.4,17.84,58.67,731.4,7.1,10.1,5.05,14.32,11.0,Silt
36.1200_2.4600,36.12,2.46,17.84,58.67,731.4,7.1,11.6,5.8,16.48,13.3,Silt
36.1200_2.5200,36.12,2.52,17.39,61.82,704.5,7.0,9.6,4.8,15.6,11.6,Silt
