coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus_est,Potassium,Organic_C,Soil_Type
34.0800_-0.6000,34.08,-0.6,16.85,51.47,289.3,8.1,6.6,3.3,10.48,9.1,Clay
34.0800_-0.5200,34.08,-0.52,16.85,51.47,289.3,8.1,6.3,3.15,10.56,9.3,Silt
34.0800_-0.4400,34.08,-0.44,17.01,51.33,292.3,8.1,6.3,3.15,10.4,8.2,Clay
34.0800_-0.3600,34.08,-0.36,17.1,51.56,316,8.1,7.5,3.75,9.52,9.5,Clay
34.0800_-0.2800,34.08,-0.28,17.25,51.01,295.3,8.1,7,3.5,12.72,16.3,Clay
34.0800_-0.2000,34.08,-0.2,17.25,51.01,295.3,8.1,7.2,3.6,11.92,14.8,Clay
34.0800_-0.1200,34.08,-0.12,17.09,51.38,310.2,8.1,6.6,3.3,9.68,7.3,Clay
34.0800_-0.0400,34.08,-0.04,17.3,51.25,328.8,8.1,6.7,3.35,9.6,16.3,Clay
34.0800_0.0400,34.08,0.04,17.3,51.25,328.8,8.1,6.7,3.35,11.44,14.8,Clay
34.0800_0.1200,34.08,0.12,17.29,50.83,332.1,8.1,6.8,3.4,11.12,8.5,Clay
34.0800_0.2000,34.08,0.2,17,51.35,326.5,8,8,4,11.36,21.9,Clay
34.0800_0.2800,34.08,0.28,17,51.35,326.5,8,7.4,3.7,11.12,10.2,Clay
34.0800_0.3600,34.08,0.36,16.94,50.5,353.4,8.1,7.9,3.95,11.2,9.3,Clay
34.0800_0.4400,34.08,0.44,16.95,50.47,339.8,8,7.2,3.6,11.2,10.9,Clay
34.0800_0.5200,34.08,0.52,16.99,51.11,331.6,8,6.8,3.4,11.12,8.2,Clay
34.0800_0.6000,34.08,0.6,16.99,51.11,331.6,8,7,3.5,11.92,10.2,Clay
34.0800_0.6800,34.08,0.68,17.09,50.2,337.7,8,7.2,3.6,12.48,8.1,Clay
34.0800_0.7600,34.08,0.76,16.7,51.69,356.5,8.1,7,3.5,10.64,12.8,Clay
34.0800_0.8400,34.08,0.84,16.7,51.69,356.5,8.1,6.6,3.3,11.36,10.6,Sandy
34.0800_0.9200,34.08,0.92,16.54,51.62,368.8,8.1,6.5,3.25,10.88,11.6,Clay
34.0800_1.0000,34.08,1,16.57,49.7,351,8.1,7.4,3.7,11.52,9.4,Clay
34.0800_1.0800,34.08,1.08,16.41,49.68,346.2,8,8.7,4.35,12.4,9,Clay
34.0800_1.1600,34.08,1.16,16.41,49.68,346.2,8.1,7.9,3.95,12.08,8.8,Clay
34.0800_1.2400,34.08,1.24,16.13,50.26,390.4,8.1,7.2,3.6,11.92,9.1,Clay
34.0800_1.3200,34.08,1.32,15.97,50.9,350.6,8.1,7.7,3.85,11.84,8.6,Clay
34.0800_1.4000,34.08,1.4,15.97,50.9,350.6,7.9,8.4,4.2,12.88,8.9,Clay
34.0800_1.4800,34.08,1.48,15.83,50.78,341,8.1,8,4,11.84,9.1,Clay
34.0800_1.5600,34.08,1.56,15.55,50.53,391.2,7.9,8.4,4.2,12.16,8.6,Clay
34.0800_1.6400,34.08,1.64,15.38,50.27,406.7,7.8,9.1,4.55,11.92,8.3,Clay
34.0800_1.7200,34.08,1.72,15.38,50.27,406.7,7.9,7.7,3.85,11.68,7.7,Clay
34.0800_1.8000,34.08,1.8,15.18,51.16,397.7,7.9,8.7,4.35,11.92,8.6,Clay
34.0800_1.8800,34.08,1.88,15.79,51.34,431.4,7.9,8.6,4.3,12.64,9.2,Clay
34.0800_1.9600,34.08,1.96,14.93,51.18,431.4,7.8,7.4,3.7,12.72,8.7,Clay
34.0800_2.0400,34.08,2.04,14.62,51.54,405.1,7.8,8.5,4.25,13.52,10.3,Clay
34.0800_2.1200,34.08,2.12,14.89,51.46,425.2,7.8,8.1,4.05,12.48,12.7,Clay
34.0800_2.2000,34.08,2.2,15.83,49.44,397.3,8,6.1,3.05,9.68,8.5,Clay
34.0800_2.2800,34.08,2.28,15.83,49.44,397.3,8.1,8,4,10.32,10.1,Clay
34.0800_2.3600,34.08,2.36,15.76,49.49,392.3,8.1,7.3,3.65,9.68,10,Clay
34.0800_2.4400,34.08,2.44,17.4,47.8,328,8.1,5.4,2.7,11.04,7.4,Clay
34.0800_2.5200,34.08,2.52,17.4,47.8,328,8.1,6.4,3.2,11.12,8.7,Clay
34.0800_2.6000,34.08,2.6,17.14,48.42,304,8.1,6,3,10.96,8.3,Clay
34.0800_2.6800,34.08,2.68,16.75,48.69,335.3,8.1,5.9,2.95,10.96,7.2,Clay
34.0800_2.7600,34.08,2.76,16.95,48.09,355,8.1,7,3.5,12,8.5,Clay
34.0800_2.8400,34.08,2.84,16.95,48.09,355,8.1,6.7,3.35,10,9.5,Sandy
34.0800_2.9200,34.08,2.92,17.49,48.39,344.1,8.2,5.7,2.85,10.16,7.4,Sandy
34.0800_3.0000,34.08,3,18.19,47.34,307.5,8.1,5.4,2.7,12.72,8.3,Silt
34.0800_3.0800,34.08,3.08,18.19,47.34,307.5,8.2,5.6,2.8,12.72,9.4,Silt
34.0800_3.1600,34.08,3.16,18.64,46.54,294.3,8.1,5.3,2.65,12.64,7,Silt
34.0800_3.2400,34.08,3.24,18.72,46.4,275,8.1,5.3,2.65,12.56,7.3,Clay
34.0800_3.3200,34.08,3.32,18.78,46.15,267.3,8.2,5.1,2.55,12.08,7,Loamy
34.0800_3.4000,34.08,3.4,18.78,46.15,267.3,8.2,5.5,2.75,12.48,7.4,Sandy
34.0800_3.4800,34.08,3.48,19.02,46.05,256.6,8.1,6.3,3.15,12.56,7.9,Sandy
34.0800_3.5600,34.08,3.56,19.5,45.56,274.7,8.1,5.6,2.8,12.88,6.1,Clay
34.0800_3.6400,34.08,3.64,19.5,45.56,274.7,8.2,5.9,2.95,9.68,6.5,Clay
34.0800_3.7200,34.08,3.72,19.9,44.8,288.1,8.1,5.5,2.75,10.32,5.8,Loamy
34.0800_3.8000,34.08,3.8,20.04,44.68,308.2,8.2,5.7,2.85,10.96,6,Silt
34.0800_3.8800,34.08,3.88,20.04,44.68,308.2,8.3,5.4,2.7,10.32,7.7,Clay
34.0800_3.9600,34.08,3.96,20.07,44.99,244.1,8.3,5,2.5,9.6,5.4,Silt
34.0800_4.0400,34.08,4.04,20.19,44.49,196.3,8.3,4.6,2.3,10.08,4.7,Silt
34.0800_4.1200,34.08,4.12,20.45,44.07,187.8,8.3,4.8,2.4,7.76,4.6,Sandy
34.0800_4.2000,34.08,4.2,20.45,44.07,187.8,8.3,4.8,2.4,7.6,4.9,Sandy
34.0800_4.2800,34.08,4.28,20.79,43.34,214.9,8.3,4.5,2.25,8.88,4.4,Loamy
34.0800_4.3600,34.08,4.36,20.94,43.13,188.9,8.3,4.4,2.2,8.8,4.3,Silt
34.0800_4.4400,34.08,4.44,20.94,43.13,188.9,8.3,4.4,2.2,10.08,4.8,Silt
34.0800_4.5200,34.08,4.52,20.93,43.26,194.3,8.3,6,3,8.96,5.5,Sandy
34.0800_4.6000,34.08,4.6,21,43.26,195.6,8.3,4.7,2.35,10.08,6.2,Sandy
34.0800_4.6800,34.08,4.68,21.31,42.74,170.6,8.3,4.8,2.4,9.68,5.1,Silt
34.0800_4.7600,34.08,4.76,21.31,42.74,170.6,8.3,4.5,2.25,10.08,4,Sandy
34.0800_4.8400,34.08,4.84,21.61,42.3,154.9,8.2,4.3,2.15,9.36,5,Silt
34.0800_4.9200,34.08,4.92,21.83,42.17,145.1,8.3,4.4,2.2,9.76,3.8,Silt
34.0800_5.0000,34.08,5,21.83,42.17,145.1,8.3,4.3,2.15,9.36,3.3,Sandy
34.0800_5.0800,34.08,5.08,22.08,41.95,164,8.3,3.9,1.95,10.08,3.9,Silt
34.0800_5.1600,34.08,5.16,22.31,41.94,140.2,8.3,4.6,2.3,10.8,5.6,Silt
34.0800_5.2400,34.08,5.24,22.53,41.92,127.6,8.3,3.9,1.95,11.52,4.4,Loamy
34.0800_5.3200,34.08,5.32,22.53,41.92,127.6,8.3,4.2,2.1,9.76,4.1,Silt
34.0800_5.4000,34.08,5.4,22.69,41.97,134.7,8.3,4.7,2.35,9.84,3.1,Silt
34.0800_5.4800,34.08,5.48,22.84,41.93,134,8.3,4.6,2.3,9.84,4,Silt
34.0800_5.5600,34.08,5.56,22.84,41.93,134,8.2,4.7,2.35,9.76,4.1,Silt
34.0800_5.6400,34.08,5.64,23.07,41.95,143.2,8.2,5,2.5,9.6,3.8,Silt
34.0800_5.7200,34.08,5.72,23.38,41.61,131.6,8.2,6.3,3.15,9.52,4,Silt
34.0800_5.8000,34.08,5.8,23.41,41.94,134.5,8.1,5.7,2.85,10.32,5,Silt
34.0800_5.8800,34.08,5.88,23.41,41.94,134.5,8.1,11.8,5.9,17.04,16.2,Clay
34.0800_5.9600,34.08,5.96,23.69,41.35,130.9,0,0,0,0,0,Unknown
34.0800_6.0400,34.08,6.04,23.51,42.19,153.9,0,0,0,0,0,Unknown
34.0800_6.1200,34.08,6.12,23.5,42.19,153.9,8.1,14.7,7.35,12.08,14,Silt
34.0800_6.2000,34.08,6.2,23.48,42.31,157.9,8,15.8,7.9,12.16,18.5,Clay
34.0800_6.2800,34.08,6.28,23.34,42.82,149,8,12.5,6.25,11.04,44.9,Silt
34.0800_6.3600,34.08,6.36,23.12,43.63,145.1,8.1,14.5,7.25,14.64,42.4,Clay
34.0800_6.4400,34.08,6.44,23.12,43.63,145.1,8.1,15.5,7.75,13.92,21.1,Silt
34.0800_6.5200,34.08,6.52,23.02,44.01,147.3,8,11.2,5.6,15.44,21.5,Silt
34.0800_6.6000,34.08,6.6,22.83,44.74,152.9,8.1,16.9,8.45,13.12,23.4,Clay
34.0800_6.6800,34.08,6.68,22.83,44.74,152.9,8.1,12.2,6.1,11.2,19.1,Silt
34.0800_6.7600,34.08,6.76,22.79,45.17,177.6,8.1,12.1,6.05,17.76,22,Clay
34.0800_6.8400,34.08,6.84,22.93,45.03,181.6,8.1,17.4,8.7,15.6,25.1,Clay
34.0800_6.9200,34.08,6.92,23.06,44.8,156.8,8.1,11.2,5.6,15.92,19,Clay
34.0800_7.0000,34.08,7,23.06,44.8,156.8,8.1,12.2,6.1,15.68,19.8,Clay
34.0800_7.0800,34.08,7.08,22.88,45.25,134.9,8.1,11.5,5.75,17.36,17.1,Clay
34.0800_7.1600,34.08,7.16,22.64,46.08,126.7,8.1,11.6,5.8,17.76,19.7,Clay
34.0800_7.2400,34.08,7.24,22.64,46.08,126.7,8.1,5.7,2.85,8.96,9.8,Clay
34.0800_7.3200,34.08,7.32,22.59,46.81,137.7,8.1,13,6.5,15.12,18.3,Clay
34.0800_7.4000,34.08,7.4,22.62,46.98,137.9,8.2,13.3,6.65,15.44,15,Clay
34.0800_7.4800,34.08,7.48,22.62,46.98,137.9,8.1,11.5,5.75,16.64,16.7,Silt
34.0800_7.5600,34.08,7.56,22.69,47.12,137.8,8,13,6.5,14.96,18.7,Clay
34.0800_7.6400,34.08,7.64,22.79,46.88,130.2,8.1,10.9,5.45,16,17.2,Clay
34.0800_7.7200,34.08,7.72,22.83,46.99,138,8.1,9,4.5,15.28,18,Clay
34.0800_7.8000,34.08,7.8,22.83,46.99,138,8.1,12.1,6.05,15.92,17.3,Clay
34.0800_7.8800,34.08,7.88,22.86,46.99,159.8,8.1,9.4,4.7,15.68,14.5,Clay
34.0800_7.9600,34.08,7.96,22.83,47.16,187.3,8.1,8.7,4.35,15.84,13.1,Silt
34.0800_8.0400,34.08,8.04,22.83,47.16,187.3,8.1,8.5,4.25,15.44,10.7,Silt
34.0800_8.1200,34.08,8.12,22.81,47.06,184,8.2,8,4,12.24,12.6,Silt
34.0800_8.2000,34.08,8.2,22.45,47.45,160.2,8.1,5,2.5,9.36,6.5,Silt
34.0800_8.2800,34.08,8.28,22.14,48.12,159.8,8.2,5.2,2.6,10.4,6.6,Sandy
34.0800_8.3600,34.08,8.36,20.56,47.78,159.8,8.2,6.2,3.1,10.96,6.3,Sandy
34.0800_8.4400,34.08,8.44,20.67,47.97,171.8,8.1,7.2,3.6,12.96,7,Sandy
34.0800_8.5200,34.08,8.52,21.19,47.8,157.6,8.1,6.2,3.1,12.16,6.9,Sandy
34.0800_8.6000,34.08,8.6,19.89,49.47,181.4,8.1,6.6,3.3,11.12,6.9,Sandy
34.0800_8.6800,34.08,8.68,20.66,49.91,167.3,8.1,7.7,3.85,11.76,7,Sandy
34.1600_-2.2000,34.16,-2.2,17.61,53.37,302.6,7.8,8.6,4.3,12.32,6.8,Clay
34.1600_-2.1200,34.16,-2.12,17.68,53.34,264.8,7.8,7.6,3.8,12.88,6.4,Clay
34.1600_-2.0400,34.16,-2.04,17.46,53.25,246.7,7.7,10.5,5.25,12.4,6.3,Clay
34.1600_-1.9600,34.16,-1.96,17.17,53.4,277.6,7.6,8.5,4.25,12.88,6.5,Clay
34.1600_-1.8800,34.16,-1.88,17.17,53.4,277.6,7.7,7,3.5,13.12,7,Clay
34.1600_-1.8000,34.16,-1.8,16.92,52.75,303,7.6,7.7,3.85,12.08,7.4,Clay
34.1600_-1.7200,34.16,-1.72,16.69,51.97,345,7.6,10,5,12.48,9.1,Clay
34.1600_-1.6400,34.16,-1.64,16.69,51.97,345,7.7,8.1,4.05,12.16,7.4,Clay
34.1600_-1.5600,34.16,-1.56,15.37,51.5,361.1,7.7,8.9,4.45,13.12,10.5,Clay
34.1600_-1.4800,34.16,-1.48,15.98,52.21,343.9,7.6,8.8,4.4,12.4,8.1,Clay
34.1600_-1.4000,34.16,-1.4,15.93,52.08,310.6,7.7,8.4,4.2,13.2,8.6,Clay
34.1600_-1.3200,34.16,-1.32,15.93,52.08,310.6,7.6,8.5,4.25,12.56,8.7,Clay
34.1600_-1.2400,34.16,-1.24,15.87,52.43,298.1,7.6,8.2,4.1,11.84,9.7,Clay
34.1600_-1.1600,34.16,-1.16,15.84,52.51,316.4,7.7,8.4,4.2,11.6,9.4,Clay
34.1600_-1.0800,34.16,-1.08,15.84,52.51,316.4,7.8,8.6,4.3,11.44,8.9,Clay
34.1600_-1.0000,34.16,-1,16.03,51.9,315.2,7.9,7.4,3.7,11.36,7.5,Clay
34.1600_-0.9200,34.16,-0.92,16.29,51.75,299.8,8,7.9,3.95,12.56,7.2,Clay
34.1600_-0.8400,34.16,-0.84,16.45,51.83,264.4,7.9,6.7,3.35,10.72,7.5,Clay
34.1600_-0.7600,34.16,-0.76,16.45,51.83,264.4,8,6.9,3.45,10.72,8.6,Clay
34.1600_-0.6800,34.16,-0.68,16.56,51.77,270.4,8,7,3.5,10.32,9.9,Clay
34.1600_-0.6000,34.16,-0.6,16.72,51.67,265.3,7.9,7.1,3.55,10.72,8,Clay
34.1600_-0.5200,34.16,-0.52,16.72,51.67,265.3,8.1,6.6,3.3,10.16,6.3,Clay
34.1600_-0.4400,34.16,-0.44,16.92,51.42,275,8.1,6.8,3.4,11.04,6.6,Silt
34.1600_-0.3600,34.16,-0.36,17.01,51.7,310.7,8,7.2,3.6,10.64,9.2,Silt
34.1600_-0.2800,34.16,-0.28,17.17,51.31,344.5,8.1,6.8,3.4,10.72,7.1,Clay
34.1600_-0.2000,34.16,-0.2,17.17,51.31,344.5,8.1,7,3.5,10.08,7.9,Clay
34.1600_-0.1200,34.16,-0.12,17.24,51.33,319.5,8,7.5,3.75,10,7.7,Sandy
34.1600_-0.0400,34.16,-0.04,17.2,51.44,322.1,8,7.7,3.85,12.8,15.4,Clay
34.1600_0.0400,34.16,0.04,17.2,51.44,322.1,8.1,7.6,3.8,10.32,8.5,Clay
34.1600_0.1200,34.16,0.12,17.06,51.86,305.1,8.1,7,3.5,11.2,10.9,Clay
34.1600_0.2000,34.16,0.2,17.07,52.07,296.7,8.1,7.1,3.55,11.36,17.2,Clay
34.1600_0.2800,34.16,0.28,17.07,52.07,296.7,8.1,7.2,3.6,11.44,7.6,Clay
34.1600_0.3600,34.16,0.36,17,52.12,316.5,8.1,7.1,3.55,11.04,10.9,Clay
34.1600_0.4400,34.16,0.44,17.14,51.22,340.5,8.1,6.6,3.3,11.04,8.2,Clay
34.1600_0.5200,34.16,0.52,17.22,51.53,334.1,8,7.5,3.75,11.12,8.8,Clay
34.1600_0.6000,34.16,0.6,17.22,51.53,334.1,8,9.2,4.6,13.44,23,Clay
34.1600_0.6800,34.16,0.68,17.12,51.21,329.4,8,7,3.5,11.2,11.6,Clay
34.1600_0.7600,34.16,0.76,16.94,50.96,356.1,8.1,7.3,3.65,10.8,12.2,Clay
34.1600_0.8400,34.16,0.84,16.94,50.96,356.1,8,7.3,3.65,12.32,9.6,Clay
34.1600_0.9200,34.16,0.92,16.8,51.01,374.3,8.1,7.2,3.6,11.44,11.8,Clay
34.1600_1.0000,34.16,1,16.68,50.58,364.4,8.1,7.9,3.95,12.4,8.9,Clay
34.1600_1.0800,34.16,1.08,16.54,50.04,357.3,8,8.1,4.05,11.84,9.6,Clay
34.1600_1.1600,34.16,1.16,16.54,50.04,357.3,8,7.5,3.75,12.8,9.3,Clay
34.1600_1.2400,34.16,1.24,16.25,50.48,356.6,8,8.1,4.05,11.12,8.9,Clay
34.1600_1.3200,34.16,1.32,16.08,50.78,380,8,7.8,3.9,10.8,9.7,Clay
34.1600_1.4000,34.16,1.4,16.08,50.78,380,8.1,7.7,3.85,11.2,9.3,Clay
34.1600_1.4800,34.16,1.48,15.98,50.08,367.3,8.1,7.9,3.95,10.56,12.7,Clay
34.1600_1.5600,34.16,1.56,15.8,49.92,375.7,8,7.9,3.95,11.12,7.5,Clay
34.1600_1.6400,34.16,1.64,15.83,49.91,363.7,7.9,10.3,5.15,14.08,9.7,Clay
34.1600_1.7200,34.16,1.72,15.83,49.91,363.7,7.8,9.4,4.7,11.6,8.1,Clay
34.1600_1.8000,34.16,1.8,15.72,50.4,420.1,8,6.6,3.3,10.88,8.6,Clay
34.1600_1.8800,34.16,1.88,16.26,49.41,444.5,8,7.2,3.6,10.72,7.9,Clay
34.1600_1.9600,34.16,1.96,15.4,50.52,436,7.9,8.4,4.2,12,8.8,Clay
34.1600_2.0400,34.16,2.04,14.9,50.68,436.1,7.8,9.5,4.75,14.08,11.1,Clay
34.1600_2.1200,34.16,2.12,14.72,51.11,445.4,7.8,9.4,4.7,13.36,9.8,Clay
34.1600_2.2000,34.16,2.2,15.13,51.32,418.8,7.7,10.5,5.25,14,11.5,Clay
34.1600_2.2800,34.16,2.28,15.13,51.32,418.8,7.9,8.1,4.05,12.96,8.9,Clay
34.1600_2.3600,34.16,2.36,16.01,49.54,392.3,7.9,8.4,4.2,13.36,10.2,Clay
34.1600_2.4400,34.16,2.44,16.5,49.61,343.6,8.1,6.7,3.35,10.32,8.4,Clay
34.1600_2.5200,34.16,2.52,16.5,49.61,343.6,8.1,6.6,3.3,11.36,9,Loamy
34.1600_2.6000,34.16,2.6,16.4,50.36,315.9,8.1,6.5,3.25,10.72,7.6,Loamy
34.1600_2.6800,34.16,2.68,16.19,49.93,360.2,8.1,7.1,3.55,11.52,8.3,Clay
34.1600_2.7600,34.16,2.76,16.56,49.22,353.7,8.1,7.2,3.6,11.92,8.3,Clay
34.1600_2.8400,34.16,2.84,16.56,49.22,353.7,8.1,7.7,3.85,12.08,9.4,Clay
34.1600_2.9200,34.16,2.92,17.24,48.78,339.7,8.1,5.8,2.9,12.56,6.9,Sandy
34.1600_3.0000,34.16,3,17.93,47.43,307.8,8.2,5.6,2.8,10.72,7.5,Silt
34.1600_3.0800,34.16,3.08,17.93,47.43,307.8,8.1,5.8,2.9,11.84,7.8,Loamy
34.1600_3.1600,34.16,3.16,17.57,47.32,295.8,8.2,6,3,12.32,7,Loamy
34.1600_3.2400,34.16,3.24,18.38,47.03,287.9,8.1,5.4,2.7,12.8,7.3,Sandy
34.1600_3.3200,34.16,3.32,18.38,47.03,287.9,8.2,5.4,2.7,12.72,9.9,Clay
34.1600_3.4000,34.16,3.4,18.39,47.51,268.7,8.1,5.3,2.65,12.56,6.5,Clay
34.1600_3.4800,34.16,3.48,18.73,46.94,279.4,8.1,6.3,3.15,12.4,9,Loamy
34.1600_3.5600,34.16,3.56,19.19,45.95,267.4,8.1,5.7,2.85,12.64,6.6,Clay
34.1600_3.6400,34.16,3.64,19.19,45.95,267.4,8.2,6.3,3.15,10,6.9,Clay
34.1600_3.7200,34.16,3.72,19.7,44.52,295.6,8.1,6.1,3.05,8.8,10,Clay
34.1600_3.8000,34.16,3.8,19.51,44.04,296.4,8.2,5.9,2.95,9.6,8.4,Sandy
34.1600_3.8800,34.16,3.88,20.06,44.08,308.3,8.2,5.6,2.8,9.12,7.3,Loamy
34.1600_3.9600,34.16,3.96,20.33,43.92,269.1,8.2,5.6,2.8,10.32,6.5,Sandy
34.1600_4.0400,34.16,4.04,20.38,44.47,202,8.3,5,2.5,8.16,6.3,Silt
34.1600_4.1200,34.16,4.12,20.5,44.41,201.1,8.3,5.7,2.85,8.8,5.6,Silt
34.1600_4.2000,34.16,4.2,20.5,44.41,201.1,8.3,5.3,2.65,8.32,5.5,Silt
34.1600_4.2800,34.16,4.28,20.86,43.72,214.7,8.3,4.6,2.3,8.32,4.6,Clay
34.1600_4.3600,34.16,4.36,21.15,43.29,194.7,8.3,4.8,2.4,8.64,4.4,Loamy
34.1600_4.4400,34.16,4.44,21.15,43.29,194.7,8.3,4.4,2.2,8.64,4.6,Silt
34.1600_4.5200,34.16,4.52,21.19,43.11,181.7,8.3,4.7,2.35,8.72,5.6,Silt
34.1600_4.6000,34.16,4.6,21.11,43.49,193,8.2,4.7,2.35,10.4,4.2,Loamy
34.1600_4.6800,34.16,4.68,21.26,43.14,195.9,8.2,4.9,2.45,10.24,7.2,Silt
34.1600_4.7600,34.16,4.76,21.26,43.14,195.9,8.2,4.5,2.25,9.52,6.3,Silt
34.1600_4.8400,34.16,4.84,21.51,42.61,167.9,8.3,4.9,2.45,9.36,5,Loamy
34.1600_4.9200,34.16,4.92,21.76,42.44,171.9,8.3,4.1,2.05,9.44,4.2,Silt
34.1600_5.0000,34.16,5,21.76,42.44,171.9,8.3,4.1,2.05,9.52,3.6,Silt
34.1600_5.0800,34.16,5.08,22.02,42.34,154.6,8.3,4.7,2.35,11.28,4.5,Silt
34.1600_5.1600,34.16,5.16,22.29,42.23,147.3,8.3,4.5,2.25,11.12,4.2,Silt
34.1600_5.2400,34.16,5.24,22.51,42.22,143.6,8.3,4.1,2.05,10.16,4.4,Silt
34.1600_5.3200,34.16,5.32,22.51,42.22,143.6,8.3,4.1,2.05,9.68,3.9,Clay
34.1600_5.4000,34.16,5.4,22.67,42.41,134.5,8.3,4.7,2.35,9.44,4.9,Silt
34.1600_5.4800,34.16,5.48,22.81,42.3,134,8.3,5.1,2.55,10.32,3.8,Silt
34.1600_5.5600,34.16,5.56,22.81,42.3,134,8.2,4.5,2.25,10,4.3,Silt
34.1600_5.6400,34.16,5.64,23,42.28,159.4,8.2,8.1,4.05,9.12,5.3,Silt
34.1600_5.7200,34.16,5.72,23.32,41.76,136.8,8.2,5.6,2.8,9.36,3.2,Silt
34.1600_5.8000,34.16,5.8,23.15,42.47,143.6,8.2,6.9,3.45,8.48,3.2,Sandy
34.1600_5.8800,34.16,5.88,23.59,41.43,136.2,8.2,9.9,4.95,13.52,14.7,Silt
34.1600_5.9600,34.16,5.96,23.57,42.58,136.5,0,0,0,0,0,Unknown
34.1600_6.0400,34.16,6.04,23.57,42.2,153.9,8.1,14.5,7.25,14.32,53,Clay
34.1600_6.1200,34.16,6.12,23.57,42.2,153.9,8,12.7,6.35,11.84,18.7,Clay
34.1600_6.2000,34.16,6.2,23.39,42.73,144.2,8.1,12.2,6.1,15.28,15.2,Silt
34.1600_6.2800,34.16,6.28,23.35,43.01,178.8,8.1,12.9,6.45,16.8,14.5,Silt
34.1600_6.3600,34.16,6.36,23.35,43.01,178.8,0,0,0,0,0,Unknown
34.1600_6.4400,34.16,6.44,23.43,43.05,168.4,8.2,15.9,7.95,17.84,25.7,Clay
34.1600_6.5200,34.16,6.52,23.43,43.51,166.3,8.2,15,7.5,17.04,19.9,Clay
34.1600_6.6000,34.16,6.6,23.05,44.47,186.3,8.2,14.8,7.4,17.76,19.7,Silt
34.1600_6.6800,34.16,6.68,23.05,44.47,186.3,8.2,11.1,5.55,17.36,19.5,Clay
34.1600_6.7600,34.16,6.76,23.03,45.38,162.4,8.1,12.6,6.3,10.72,14.8,Clay
34.1600_6.8400,34.16,6.84,23.03,45.61,127.5,8,11.3,5.65,15.68,15.8,Clay
34.1600_6.9200,34.16,6.92,23.11,45.2,122.9,8,10.1,5.05,14.96,14,Silt
34.1600_7.0000,34.16,7,23.09,45.41,115.3,8,12.3,6.15,15.92,14.9,Silt
34.1600_7.0800,34.16,7.08,22.88,45.36,105.4,8.1,7.2,3.6,11.44,12,Clay
34.1600_7.1600,34.16,7.16,22.64,46.1,116.7,8.1,6.4,3.2,9.12,8.9,Clay
34.1600_7.2400,34.16,7.24,22.64,46.1,116.7,8.1,5.1,2.55,8.72,5.1,Silt
34.1600_7.3200,34.16,7.32,22.42,46.91,121,8.2,5.8,2.9,8.32,5.2,Silt
34.1600_7.4000,34.16,7.4,22.3,47.47,141.2,8.2,6.1,3.05,8.56,6.2,Clay
34.1600_7.4800,34.16,7.48,22.31,47.03,130.4,8.1,5.2,2.6,9.44,7.7,Silt
34.1600_7.5600,34.16,7.56,22.48,47.75,134.5,8.2,6.3,3.15,9.6,6.6,Silt
34.1600_7.6400,34.16,7.64,22.79,47.23,145,8.2,6.2,3.1,9.44,9.3,Silt
34.1600_7.7200,34.16,7.72,23.02,46.86,150.1,8.2,7.8,3.9,9.2,9.3,Clay
34.1600_7.8000,34.16,7.8,23.02,46.86,150.1,8.1,7.9,3.95,14.56,13.6,Clay
34.1600_7.8800,34.16,7.88,23.11,46.85,179.5,8.1,7.8,3.9,16.08,16,Clay
34.1600_7.9600,34.16,7.96,23.12,46.9,175.8,8.1,8.8,4.4,16.56,13.4,Silt
34.1600_8.0400,34.16,8.04,23.02,45.79,178.6,8.1,8.8,4.4,15.28,12.1,Silt
34.1600_8.1200,34.16,8.12,22.97,47,175.6,8.2,10.5,5.25,10.56,16.9,Silt
34.1600_8.2000,34.16,8.2,22.43,48.02,159.1,8.2,5.6,2.8,9.2,5.6,Silt
34.1600_8.2800,34.16,8.28,22.21,47.71,169.4,8.2,4.8,2.4,8.96,4.9,Clay
34.1600_8.3600,34.16,8.36,21.85,49.16,152.2,8.2,5.1,2.55,9.04,4.7,Silt
34.1600_8.4400,34.16,8.44,21.56,49.62,175,8.3,4.9,2.45,9.84,4.1,Clay
34.1600_8.5200,34.16,8.52,21.35,49.81,181.4,8.2,4.5,2.25,10.96,5,Clay
34.1600_8.6000,34.16,8.6,21.35,49.81,181.4,8.2,5.2,2.6,11.28,5.5,Silt
34.1600_8.6800,34.16,8.68,21.06,49.99,167.3,8.2,5,2.5,12.16,4.6,Silt
34.2400_-2.2000,34.24,-2.2,16.94,53.59,298.9,7.7,14.3,7.15,12.72,6.5,Clay
34.2400_-2.1200,34.24,-2.12,16.94,53.59,298.9,7.7,7.3,3.65,12.88,7.2,Clay
34.2400_-2.0400,34.24,-2.04,16.53,54.83,289.4,7.6,9.2,4.6,12.24,6.1,Clay
34.2400_-1.9600,34.24,-1.96,16.25,55.9,294.1,7.7,8,4,12.24,7.4,Clay
34.2400_-1.8800,34.24,-1.88,16.25,55.9,294.1,7.7,7.5,3.75,12.64,7.3,Clay
34.2400_-1.8000,34.24,-1.8,16.5,54.63,294.5,7.7,7.8,3.9,12.32,7.1,Clay
34.2400_-1.7200,34.24,-1.72,16.86,53.22,299.3,7.7,8.2,4.1,12.4,7.4,Clay
